crop,year,season,state,area,production,fertilizer,pesticide,yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
wheat,2002,rabi,Andhra Pradesh,11044.0,14898,1045535.48,2761.0,1.09,78,45,22,6.8,28.54,768.22,66.52
maize,2002,kharif,Assam,19812.0,14194,1875602.04,4953.0,0.606086957,60,18,38,5.8,22.58,1852.95,76.52
potato,2002,whole year,Assam,75486.0,589916,7146259.62,18871.5,7.566956522,60,18,38,5.8,22.58,1852.95,76.52
rice,2002,autumn,Assam,464497.0,444884,43973930.99,116124.25,1.076521739,60,18,38,5.8,22.58,1852.95,76.52
rice,2002,summer,Assam,327468.0,622358,31001395.56,81867.0,1.794347826,60,18,38,5.8,22.58,1852.95,76.52
rice,2002,winter,Assam,1748715.0,2670560,165550849.1,437178.75,1.545652174,60,18,38,5.8,22.58,1852.95,76.52
sugarcane,2002,whole year,Assam,25152.0,916076,2381139.84,6288.0,37.02130435,60,18,38,5.8,22.58,1852.95,76.52
wheat,2002,rabi,Assam,69061.0,77952,6538004.87,17265.25,1.152272727,60,18,38,5.8,22.58,1852.95,76.52
rice,2002,kharif,Goa,33728.0,90072,3193029.76,8432.0,2.67,65,25,45,6.2,27.57,1481.74,72.96
rice,2002,rabi,Goa,16441.0,44695,1556469.47,4110.25,2.72,65,25,45,6.2,27.57,1481.74,72.96
sugarcane,2002,whole year,Goa,1188.0,65470,112467.96,297.0,55.11,65,25,45,6.2,27.57,1481.74,72.96
rice,2002,autumn,Kerala,112438.0,233217,10644505.46,28109.5,2.130769231,65,28,50,5.7,27.05,1520.73,78.88
rice,2002,summer,Kerala,41079.0,111850,3888948.93,10269.75,2.212142857,65,28,50,5.7,27.05,1520.73,78.88
rice,2002,winter,Kerala,157004.0,343792,14863568.68,39251.0,2.123571429,65,28,50,5.7,27.05,1520.73,78.88
sugarcane,2002,whole year,Kerala,3758.0,312830,355769.86,939.5,88.46083333,65,28,50,5.7,27.05,1520.73,78.88
bajra,2002,kharif,Tamil Nadu,102020.0,88682,9658233.4,25505.0,1.041666667,80,38,30,6.6,28.13,1046.29,71.59
maize,2002,kharif,Tamil Nadu,121057.0,191646,11460466.19,30264.25,1.806956522,80,38,30,6.6,28.13,1046.29,71.59
potato,2002,whole year,Tamil Nadu,4537.0,73362,429517.79,1134.25,18.3475,80,38,30,6.6,28.13,1046.29,71.59
rice,2002,kharif,Tamil Nadu,1516537.0,3577108,143570557.8,379134.25,2.884642857,80,38,30,6.6,28.13,1046.29,71.59
sugarcane,2002,whole year,Tamil Nadu,261416.0,24165390,24748252.72,65354.0,89.04185185,80,38,30,6.6,28.13,1046.29,71.59
bajra,2002,kharif,West Bengal,332.0,252,31430.44,83.0,0.756666667,85,40,45,6.2,25.82,1391.99,74.07
maize,2002,kharif,West Bengal,27724.0,55300,2624631.08,6931.0,1.895384615,85,40,45,6.2,25.82,1391.99,74.07
potato,2002,summer,West Bengal,2395.0,30807,226734.65,598.75,12.86,85,40,45,6.2,25.82,1391.99,74.07
potato,2002,winter,West Bengal,346906.0,6871659,32841591.02,86726.5,20.73388889,85,40,45,6.2,25.82,1391.99,74.07
rice,2002,autumn,West Bengal,384965.0,796652,36444636.55,96241.25,2.092777778,85,40,45,6.2,25.82,1391.99,74.07
rice,2002,summer,West Bengal,1406078.0,4198595,133113404.3,351519.5,2.747777778,85,40,45,6.2,25.82,1391.99,74.07
rice,2002,winter,West Bengal,4051084.0,9393991,383516122.3,1012771.0,2.221666667,85,40,45,6.2,25.82,1391.99,74.07
sugarcane,2002,whole year,West Bengal,19460.0,1281276,1842278.2,4865.0,64.52933333,85,40,45,6.2,25.82,1391.99,74.07
wheat,2002,rabi,West Bengal,405350.0,887437,38374484.5,101337.5,1.992777778,85,40,45,6.2,25.82,1391.99,74.07
bajra,2003,kharif,Andhra Pradesh,128512.0,141628,12720117.76,30842.88,1.072631579,78,45,22,6.8,28.31,857.23,68.83
bajra,2003,rabi,Andhra Pradesh,9603.0,6475,950504.94,2304.72,0.88375,78,45,22,6.8,28.31,857.23,68.83
maize,2003,kharif,Andhra Pradesh,557812.0,1671502,55212231.76,133874.88,2.420909091,78,45,22,6.8,28.31,857.23,68.83
maize,2003,rabi,Andhra Pradesh,162802.0,805284,16114141.96,39072.48,5.081818182,78,45,22,6.8,28.31,857.23,68.83
potato,2003,whole year,Andhra Pradesh,2648.0,24049,262099.04,635.52,9.045,78,45,22,6.8,28.31,857.23,68.83
rice,2003,kharif,Andhra Pradesh,2108904.0,5841539,208739317.9,506136.96,2.670909091,78,45,22,6.8,28.31,857.23,68.83
rice,2003,rabi,Andhra Pradesh,865734.0,3111263,85690351.32,207776.16,2.729090909,78,45,22,6.8,28.31,857.23,68.83
sugarcane,2003,whole year,Andhra Pradesh,208969.0,15069824,20683751.62,50152.56,74.48380952,78,45,22,6.8,28.31,857.23,68.83
wheat,2003,rabi,Andhra Pradesh,11928.0,6741,1180633.44,2862.72,0.481818182,78,45,22,6.8,28.31,857.23,68.83
maize,2003,kharif,Assam,19569.0,14051,1936939.62,4696.56,0.607391304,60,18,38,5.8,22.45,2076.0,78.5
potato,2003,whole year,Assam,77894.0,543070,7709948.12,18694.56,6.471304348,60,18,38,5.8,22.45,2076.0,78.5
rice,2003,autumn,Assam,441143.0,430374,43664334.14,105874.32,1.118695652,60,18,38,5.8,22.45,2076.0,78.5
rice,2003,summer,Assam,319480.0,573189,31622130.4,76675.2,1.493913043,60,18,38,5.8,22.45,2076.0,78.5
rice,2003,winter,Assam,1769203.0,2877371,175115712.9,424608.72,1.618695652,60,18,38,5.8,22.45,2076.0,78.5
sugarcane,2003,whole year,Assam,25431.0,981360,2517160.38,6103.44,37.43217391,60,18,38,5.8,22.45,2076.0,78.5
wheat,2003,rabi,Assam,69954.0,73186,6924046.92,16788.96,1.040909091,60,18,38,5.8,22.45,2076.0,78.5
rice,2003,kharif,Goa,35471.0,115996,3510919.58,8513.04,3.27,65,25,45,6.2,27.88,1413.96,71.8
rice,2003,rabi,Goa,17330.0,54665,1715323.4,4159.2,3.15,65,25,45,6.2,27.88,1413.96,71.8
sugarcane,2003,whole year,Goa,1210.0,57607,119765.8,290.4,47.61,65,25,45,6.2,27.88,1413.96,71.8
bajra,2003,kharif,Karnataka,318328.0,191079,31508105.44,76398.72,0.532666667,72,42,25,6.9,24.36,630.03,64.73
bajra,2003,rabi,Karnataka,117.0,105,11580.66,28.08,0.9,72,42,25,6.9,24.36,630.03,64.73
bajra,2003,summer,Karnataka,300.0,271,29694.0,72.0,0.9225,72,42,25,6.9,24.36,630.03,64.73
maize,2003,kharif,Karnataka,545546.0,1066107,53998143.08,130931.04,2.3356,72,42,25,6.9,24.36,630.03,64.73
maize,2003,rabi,Karnataka,64199.0,123529,6354417.02,15407.76,1.943478261,72,42,25,6.9,24.36,630.03,64.73
maize,2003,summer,Karnataka,8428.0,20264,834203.44,2022.72,2.470909091,72,42,25,6.9,24.36,630.03,64.73
potato,2003,whole year,Karnataka,53076.0,342752,5253462.48,12738.24,9.008666667,72,42,25,6.9,24.36,630.03,64.73
rice,2003,kharif,Karnataka,944272.0,2100123,93464042.56,226625.28,2.133333333,72,42,25,6.9,24.36,630.03,64.73
rice,2003,rabi,Karnataka,54629.0,158046,5407178.42,13110.96,2.892,72,42,25,6.9,24.36,630.03,64.73
rice,2003,summer,Karnataka,74998.0,292230,7423302.04,17999.52,3.8768,72,42,25,6.9,24.36,630.03,64.73
sugarcane,2003,whole year,Karnataka,243341.0,16015440,24085892.18,58401.84,72.1276,72,42,25,6.9,24.36,630.03,64.73
wheat,2003,rabi,Karnataka,231994.0,96150,22962766.12,55678.56,0.516428571,72,42,25,6.9,24.36,630.03,64.73
rice,2003,autumn,Kerala,102770.0,220132,10172174.6,24664.8,2.140769231,65,28,50,5.7,27.08,1542.25,79.55
rice,2003,summer,Kerala,37186.0,83239,3680670.28,8924.64,1.845,65,28,50,5.7,27.08,1542.25,79.55
rice,2003,winter,Kerala,147384.0,266674,14588068.32,35372.16,1.960714286,65,28,50,5.7,27.08,1542.25,79.55
sugarcane,2003,whole year,Kerala,3535.0,290980,349894.3,848.4,82.35,65,28,50,5.7,27.08,1542.25,79.55
maize,2003,kharif,Meghalaya,16900.0,25929,1672762.0,4056.0,1.528571429,52,16,33,5.6,17.73,2608.08,82.11
potato,2003,whole year,Meghalaya,18035.0,149428,1785104.3,4328.4,7.241428571,52,16,33,5.6,17.73,2608.08,82.11
rice,2003,kharif,Meghalaya,109721.0,200703,10860184.58,26333.04,1.798571429,52,16,33,5.6,17.73,2608.08,82.11
sugarcane,2003,whole year,Meghalaya,83.0,228,8215.34,19.92,2.346,52,16,33,5.6,17.73,2608.08,82.11
wheat,2003,rabi,Meghalaya,862.0,1540,85320.76,206.88,1.49,52,16,33,5.6,17.73,2608.08,82.11
bajra,2003,kharif,Puducherry,197.0,383,19499.06,47.28,1.94,88,55,40,7.0,28.24,842.18,74.41
rice,2003,kharif,Puducherry,25065.0,67003,2480933.7,6015.6,2.993333333,88,55,40,7.0,28.24,842.18,74.41
sugarcane,2003,whole year,Puducherry,1733.0,146675,171532.34,415.92,54.985,88,55,40,7.0,28.24,842.18,74.41
bajra,2003,kharif,Tamil Nadu,158851.0,172342,15723071.98,38124.24,1.0744,80,38,30,6.6,28.23,895.93,70.97
maize,2003,kharif,Tamil Nadu,160159.0,250992,15852537.82,38438.16,1.7856,80,38,30,6.6,28.23,895.93,70.97
potato,2003,whole year,Tamil Nadu,4341.0,70103,429672.18,1041.84,17.054,80,38,30,6.6,28.23,895.93,70.97
rice,2003,kharif,Tamil Nadu,1396651.0,3222776,138240516.0,335196.24,2.728214286,80,38,30,6.6,28.23,895.93,70.97
sugarcane,2003,whole year,Tamil Nadu,192069.0,19529277,19010989.62,46096.56,96.11384615,80,38,30,6.6,28.23,895.93,70.97
bajra,2003,kharif,West Bengal,258.0,179,25536.84,61.92,0.67,85,40,45,6.2,25.84,1423.27,73.79
maize,2003,kharif,West Bengal,55530.0,126059,5496359.4,13327.2,2.133333333,85,40,45,6.2,25.84,1423.27,73.79
potato,2003,whole year,West Bengal,308425.0,7621635,30527906.5,74022.0,21.86777778,85,40,45,6.2,25.84,1423.27,73.79
rice,2003,autumn,West Bengal,339753.0,719205,33628751.94,81540.72,2.131666667,85,40,45,6.2,25.84,1423.27,73.79
rice,2003,summer,West Bengal,1390148.0,4289454,137596849.0,333635.52,2.879444444,85,40,45,6.2,25.84,1423.27,73.79
rice,2003,winter,West Bengal,4126706.0,9653580,408461359.9,990409.44,2.283333333,85,40,45,6.2,25.84,1423.27,73.79
sugarcane,2003,whole year,West Bengal,16903.0,1252628,1673058.94,4056.72,74.46533333,85,40,45,6.2,25.84,1423.27,73.79
wheat,2003,rabi,West Bengal,425721.0,985686,42137864.58,102173.04,2.194444444,85,40,45,6.2,25.84,1423.27,73.79
bajra,2004,kharif,Karnataka,442372.0,264203,47926582.48,92898.12,0.592,72,42,25,6.9,23.16,994.53,69.96
bajra,2004,rabi,Karnataka,222.0,200,24051.48,46.62,0.9,72,42,25,6.9,23.16,994.53,69.96
bajra,2004,summer,Karnataka,2108.0,1705,228380.72,442.68,0.873333333,72,42,25,6.9,23.16,994.53,69.96
maize,2004,kharif,Karnataka,783835.0,2310082,84920683.9,164605.35,3.0068,72,42,25,6.9,23.16,994.53,69.96
maize,2004,rabi,Karnataka,57478.0,171589,6227166.52,12070.38,2.84826087,72,42,25,6.9,23.16,994.53,69.96
maize,2004,summer,Karnataka,9056.0,27678,981127.04,1901.76,3.007826087,72,42,25,6.9,23.16,994.53,69.96
potato,2004,whole year,Karnataka,51937.0,360759,5626854.58,10906.77,10.17875,72,42,25,6.9,23.16,994.53,69.96
rice,2004,kharif,Karnataka,1055061.0,2627561,114305308.7,221562.81,2.37,72,42,25,6.9,23.16,994.53,69.96
rice,2004,rabi,Karnataka,43861.0,144235,4751900.74,9210.81,3.388666667,72,42,25,6.9,23.16,994.53,69.96
rice,2004,summer,Karnataka,209257.0,935326,22670903.38,43943.97,4.251666667,72,42,25,6.9,23.16,994.53,69.96
wheat,2004,rabi,Karnataka,241991.0,206296,26217304.94,50818.11,0.845333333,72,42,25,6.9,23.16,994.53,69.96
rice,2004,autumn,Kerala,105349.0,241824,11413510.66,22123.29,2.271538462,65,28,50,5.7,26.76,2080.13,80.59
rice,2004,summer,Kerala,35732.0,89752,3871204.88,7503.72,2.256923077,65,28,50,5.7,26.76,2080.13,80.59
rice,2004,winter,Kerala,148893.0,335529,16131067.62,31267.53,2.175714286,65,28,50,5.7,26.76,2080.13,80.59
sugarcane,2004,whole year,Kerala,1921.0,154300,208121.14,403.41,82.35153846,65,28,50,5.7,26.76,2080.13,80.59
maize,2004,kharif,Meghalaya,16875.0,24000,1828237.5,3543.75,1.465714286,52,16,33,5.6,17.53,2896.44,82.48
potato,2004,whole year,Meghalaya,17287.0,141622,1872873.58,3630.27,7.178571429,52,16,33,5.6,17.53,2896.44,82.48
rice,2004,autumn,Meghalaya,32667.0,37766,3539142.78,6860.07,1.492857143,52,16,33,5.6,17.53,2896.44,82.48
rice,2004,summer,Meghalaya,9224.0,37439,999328.16,1937.04,2.078333333,52,16,33,5.6,17.53,2896.44,82.48
rice,2004,winter,Meghalaya,69659.0,118514,7546856.06,14628.39,1.792857143,52,16,33,5.6,17.53,2896.44,82.48
sugarcane,2004,whole year,Meghalaya,84.0,225,9100.56,17.64,2.264,52,16,33,5.6,17.53,2896.44,82.48
wheat,2004,rabi,Meghalaya,863.0,1564,93497.42,181.23,1.156666667,52,16,33,5.6,17.53,2896.44,82.48
bajra,2004,kharif,Tamil Nadu,97608.0,124300,10574850.72,20497.68,1.408846154,80,38,30,6.6,27.49,1358.53,73.69
maize,2004,kharif,Tamil Nadu,189893.0,294717,20573007.62,39877.53,1.758846154,80,38,30,6.6,27.49,1358.53,73.69
potato,2004,whole year,Tamil Nadu,5034.0,79060,545383.56,1057.14,16.0325,80,38,30,6.6,27.49,1358.53,73.69
rice,2004,kharif,Tamil Nadu,1872822.0,5061622,202901535.5,393292.62,3.015172414,80,38,30,6.6,27.49,1358.53,73.69
sugarcane,2004,whole year,Tamil Nadu,222188.0,24457244,24071847.92,46659.48,104.66,80,38,30,6.6,27.49,1358.53,73.69
bajra,2005,kharif,Andhra Pradesh,68884.0,72401,8260569.28,14465.64,0.941666667,78,45,22,6.8,27.95,1192.26,71.1
bajra,2005,rabi,Andhra Pradesh,12107.0,9751,1451871.44,2542.47,0.952307692,78,45,22,6.8,27.95,1192.26,71.1
maize,2005,kharif,Andhra Pradesh,593135.0,2098190,71128749.2,124558.35,3.803636364,78,45,22,6.8,27.95,1192.26,71.1
maize,2005,rabi,Andhra Pradesh,164827.0,988711,19766053.84,34613.67,6.032272727,78,45,22,6.8,27.95,1192.26,71.1
potato,2005,whole year,Andhra Pradesh,3275.0,29564,392738.0,687.75,8.895,78,45,22,6.8,27.95,1192.26,71.1
rice,2005,kharif,Andhra Pradesh,2526108.0,6376990,302930871.4,530482.68,2.549090909,78,45,22,6.8,27.95,1192.26,71.1
rice,2005,rabi,Andhra Pradesh,1455643.0,5326634,174560708.6,305685.03,3.132272727,78,45,22,6.8,27.95,1192.26,71.1
sugarcane,2005,whole year,Andhra Pradesh,229960.0,17656395,27576803.2,48291.6,83.59,78,45,22,6.8,27.95,1192.26,71.1
wheat,2005,rabi,Andhra Pradesh,11109.0,8891,1332191.28,2332.89,0.774,78,45,22,6.8,27.95,1192.26,71.1
maize,2005,kharif,Assam,18969.0,13745,2274762.48,3983.49,0.635925926,60,18,38,5.8,22.79,2104.81,77.53
potato,2005,whole year,Assam,69638.0,353696,8350988.96,14623.98,5.326296296,60,18,38,5.8,22.79,2104.81,77.53
rice,2005,autumn,Assam,398316.0,398077,47766054.72,83646.36,1.132222222,60,18,38,5.8,22.79,2104.81,77.53
rice,2005,summer,Assam,314671.0,559969,37735346.32,66080.91,1.637692308,60,18,38,5.8,22.79,2104.81,77.53
rice,2005,winter,Assam,1707340.0,2594392,204744212.8,358541.4,1.502592593,60,18,38,5.8,22.79,2104.81,77.53
sugarcane,2005,whole year,Assam,23426.0,871219,2809245.92,4919.46,37.99444444,60,18,38,5.8,22.79,2104.81,77.53
wheat,2005,rabi,Assam,49961.0,53735,5991323.12,10491.81,1.084230769,60,18,38,5.8,22.79,2104.81,77.53
bajra,2005,kharif,Karnataka,429889.0,389420,51552288.88,90276.69,0.80875,72,42,25,6.9,23.3,1335.41,72.42
bajra,2005,rabi,Karnataka,78.0,104,9353.76,16.38,1.33,72,42,25,6.9,23.3,1335.41,72.42
bajra,2005,summer,Karnataka,917.0,1089,109966.64,192.57,1.22,72,42,25,6.9,23.3,1335.41,72.42
maize,2005,kharif,Karnataka,842243.0,2486900,101001780.6,176871.03,3.1212,72,42,25,6.9,23.3,1335.41,72.42
maize,2005,rabi,Karnataka,81621.0,282618,9787990.32,17140.41,3.341304348,72,42,25,6.9,23.3,1335.41,72.42
maize,2005,summer,Karnataka,11990.0,37005,1437840.8,2517.9,3.096666667,72,42,25,6.9,23.3,1335.41,72.42
potato,2005,kharif,Karnataka,67623.0,226399,8109350.16,14200.83,3.381333333,72,42,25,6.9,23.3,1335.41,72.42
potato,2005,rabi,Karnataka,5416.0,97924,649486.72,1137.36,17.84,72,42,25,6.9,23.3,1335.41,72.42
potato,2005,summer,Karnataka,317.0,5078,38014.64,66.57,15.45,72,42,25,6.9,23.3,1335.41,72.42
rice,2005,kharif,Karnataka,1075993.0,2770413,129033080.6,225958.53,2.50962963,72,42,25,6.9,23.3,1335.41,72.42
rice,2005,rabi,Karnataka,44944.0,97483,5389684.48,9438.24,2.2675,72,42,25,6.9,23.3,1335.41,72.42
rice,2005,summer,Karnataka,364244.0,1131350,43680140.48,76491.24,3.0144,72,42,25,6.9,23.3,1335.41,72.42
sugarcane,2005,whole year,Karnataka,221462.0,19647650,26557723.04,46507.02,90.63772727,72,42,25,6.9,23.3,1335.41,72.42
wheat,2005,rabi,Karnataka,252588.0,226369,30290352.96,53043.48,0.880714286,72,42,25,6.9,23.3,1335.41,72.42
rice,2005,autumn,Kerala,98256.0,212520,11782859.52,20633.76,2.096923077,65,28,50,5.7,26.88,2084.75,81.32
rice,2005,summer,Kerala,21857.0,59733,2621091.44,4589.97,2.345714286,65,28,50,5.7,26.88,2084.75,81.32
rice,2005,winter,Kerala,155629.0,357734,18663029.68,32682.09,2.189285714,65,28,50,5.7,26.88,2084.75,81.32
sugarcane,2005,whole year,Kerala,1222.0,91650,146542.24,256.62,66.14538462,65,28,50,5.7,26.88,2084.75,81.32
maize,2005,kharif,Meghalaya,16898.0,24424,2026408.16,3548.58,1.481428571,52,16,33,5.6,17.85,2764.31,82.42
potato,2005,whole year,Meghalaya,17986.0,167030,2156881.12,3777.06,7.768571429,52,16,33,5.6,17.85,2764.31,82.42
rice,2005,autumn,Meghalaya,32678.0,43762,3918745.76,6862.38,1.597142857,52,16,33,5.6,17.85,2764.31,82.42
rice,2005,summer,Meghalaya,9791.0,39910,1174136.72,2056.11,2.245,52,16,33,5.6,17.85,2764.31,82.42
rice,2005,winter,Meghalaya,63602.0,124605,7627151.84,13356.42,1.971428571,52,16,33,5.6,17.85,2764.31,82.42
sugarcane,2005,whole year,Meghalaya,80.0,219,9593.6,16.8,2.342,52,16,33,5.6,17.85,2764.31,82.42
wheat,2005,rabi,Meghalaya,670.0,1198,80346.4,140.7,1.306666667,52,16,33,5.6,17.85,2764.31,82.42
bajra,2005,kharif,Tamil Nadu,81925.0,94799,9824446.0,17204.25,1.3144,80,38,30,6.6,27.9,1894.66,73.91
maize,2005,kharif,Tamil Nadu,202830.0,0,24323373.6,42594.3,0.0,80,38,30,6.6,27.9,1894.66,73.91
potato,2005,whole year,Tamil Nadu,5005.0,74593,600199.6,1051.05,15.32,80,38,30,6.6,27.9,1894.66,73.91
rice,2005,kharif,Tamil Nadu,2050455.0,5209433,245890563.6,430595.55,2.895517241,80,38,30,6.6,27.9,1894.66,73.91
sugarcane,2005,whole year,Tamil Nadu,335397.0,35113269,40220808.24,70433.37,102.4842857,80,38,30,6.6,27.9,1894.66,73.91
bajra,2005,kharif,West Bengal,55.0,19,6595.6,11.55,0.5,85,40,45,6.2,25.96,1437.97,74.73
maize,2005,kharif,West Bengal,71753.0,207252,8604619.76,15068.13,2.601764706,85,40,45,6.2,25.96,1437.97,74.73
potato,2005,whole year,West Bengal,354455.0,7462464,42506243.6,74435.55,19.345,85,40,45,6.2,25.96,1437.97,74.73
rice,2005,autumn,West Bengal,288129.0,605612,34552429.68,60507.09,2.116111111,85,40,45,6.2,25.96,1437.97,74.73
rice,2005,summer,West Bengal,1381957.0,4047038,165724283.4,290210.97,2.767222222,85,40,45,6.2,25.96,1437.97,74.73
rice,2005,winter,West Bengal,4112863.0,9858092,493214531.0,863701.23,2.317222222,85,40,45,6.2,25.96,1437.97,74.73
sugarcane,2005,whole year,West Bengal,15031.0,1247713,1802517.52,3156.51,80.03066667,85,40,45,6.2,25.96,1437.97,74.73
wheat,2005,rabi,West Bengal,366729.0,773514,43978141.68,77013.09,1.953333333,85,40,45,6.2,25.96,1437.97,74.73
rice,2006,kharif,Puducherry,5010.0,13285,639827.1,1102.2,2.64,88,55,40,7.0,27.89,1082.72,75.18
rice,2006,rabi,Puducherry,12061.0,33581,1540310.31,2653.42,4.05,88,55,40,7.0,27.89,1082.72,75.18
rice,2006,summer,Puducherry,4574.0,13942,584145.54,1006.28,3.05,88,55,40,7.0,27.89,1082.72,75.18
sugarcane,2006,kharif,Puducherry,2500.0,383706,319275.0,550.0,112.3,88,55,40,7.0,27.89,1082.72,75.18
maize,2006,kharif,Meghalaya,17039.0,25334,2176050.69,3748.58,1.541428571,52,16,33,5.6,18.05,2184.76,79.82
potato,2006,rabi,Meghalaya,18173.0,188202,2320873.83,3998.06,8.212857143,52,16,33,5.6,18.05,2184.76,79.82
rice,2006,autumn,Meghalaya,32679.0,44736,4173435.09,7189.38,1.641428571,52,16,33,5.6,18.05,2184.76,79.82
rice,2006,rabi,Meghalaya,9854.0,39940,1258454.34,2167.88,2.077142857,52,16,33,5.6,18.05,2184.76,79.82
rice,2006,winter,Meghalaya,61752.0,115533,7886347.92,13585.44,1.852857143,52,16,33,5.6,18.05,2184.76,79.82
sugarcane,2006,whole year,Meghalaya,87.0,239,11110.77,19.14,2.348,52,16,33,5.6,18.05,2184.76,79.82
wheat,2006,rabi,Meghalaya,656.0,1183,83777.76,144.32,1.32,52,16,33,5.6,18.05,2184.76,79.82
bajra,2006,kharif,Andhra Pradesh,48995.0,39988,6257151.45,10778.9,0.7375,78,45,22,6.8,27.65,1343.62,71.34
bajra,2006,rabi,Andhra Pradesh,12081.0,6986,1542864.51,2657.82,0.824545455,78,45,22,6.8,27.65,1343.62,71.34
maize,2006,kharif,Andhra Pradesh,535709.0,1284991,68415396.39,117855.98,2.942727273,78,45,22,6.8,27.65,1343.62,71.34
maize,2006,rabi,Andhra Pradesh,190172.0,1177003,24286866.12,41837.84,6.363181818,78,45,22,6.8,27.65,1343.62,71.34
potato,2006,whole year,Andhra Pradesh,3645.0,44728,465502.95,801.9,12.436,78,45,22,6.8,27.65,1343.62,71.34
rice,2006,kharif,Andhra Pradesh,2640870.0,6949186,337265507.7,580991.4,2.689090909,78,45,22,6.8,27.65,1343.62,71.34
rice,2006,rabi,Andhra Pradesh,1337020.0,4922944,170750824.2,294144.4,3.036818182,78,45,22,6.8,27.65,1343.62,71.34
sugarcane,2006,whole year,Andhra Pradesh,264333.0,21691638,33757967.43,58153.26,86.37380952,78,45,22,6.8,27.65,1343.62,71.34
wheat,2006,rabi,Andhra Pradesh,10016.0,8796,1279143.36,2203.52,0.68,78,45,22,6.8,27.65,1343.62,71.34
maize,2006,kharif,Assam,18657.0,13557,2382685.47,4104.54,0.6252,60,18,38,5.8,22.91,1531.41,75.46
potato,2006,whole year,Assam,77712.0,504557,9924599.52,17096.64,6.657407407,60,18,38,5.8,22.91,1531.41,75.46
rice,2006,autumn,Assam,379441.0,335708,48458410.11,83477.02,1.028148148,60,18,38,5.8,22.91,1531.41,75.46
rice,2006,summer,Assam,312471.0,630162,39905671.41,68743.62,1.837037037,60,18,38,5.8,22.91,1531.41,75.46
rice,2006,winter,Assam,1504647.0,1950144,192158468.4,331022.34,1.269259259,60,18,38,5.8,22.91,1531.41,75.46
sugarcane,2006,whole year,Assam,26627.0,1055337,3400534.17,5857.94,39.10666667,60,18,38,5.8,22.91,1531.41,75.46
wheat,2006,rabi,Assam,59573.0,67413,7608067.83,13106.06,1.134444444,60,18,38,5.8,22.91,1531.41,75.46
bajra,2006,kharif,Karnataka,386456.0,161903,49354295.76,85020.32,0.485,72,42,25,6.9,23.26,664.25,70.02
bajra,2006,rabi,Karnataka,44.0,43,5619.24,9.68,0.95,72,42,25,6.9,23.26,664.25,70.02
bajra,2006,summer,Karnataka,1236.0,1415,157849.56,271.92,0.81,72,42,25,6.9,23.26,664.25,70.02
maize,2006,kharif,Karnataka,865850.0,2354023,110577703.5,190487.0,2.7448,72,42,25,6.9,23.26,664.25,70.02
maize,2006,rabi,Karnataka,78902.0,237039,10076574.42,17358.44,2.7208,72,42,25,6.9,23.26,664.25,70.02
maize,2006,summer,Karnataka,15780.0,50467,2015263.8,3471.6,3.203333333,72,42,25,6.9,23.26,664.25,70.02
potato,2006,whole year,Karnataka,63374.0,561001,8093493.54,13942.28,12.976875,72,42,25,6.9,23.26,664.25,70.02
rice,2006,kharif,Karnataka,1066981.0,2723038,136264143.5,234735.82,2.428148148,72,42,25,6.9,23.26,664.25,70.02
rice,2006,rabi,Karnataka,44063.0,99796,5627285.73,9693.86,2.335333333,72,42,25,6.9,23.26,664.25,70.02
rice,2006,summer,Karnataka,284632.0,822692,36350352.72,62619.04,2.6825,72,42,25,6.9,23.26,664.25,70.02
sugarcane,2006,whole year,Karnataka,269440.0,23641948,34410182.4,59276.8,90.2876,72,42,25,6.9,23.26,664.25,70.02
wheat,2006,rabi,Karnataka,269494.0,223806,34417078.74,59288.68,0.810714286,72,42,25,6.9,23.26,664.25,70.02
rice,2006,autumn,Kerala,83859.0,191241,10709632.89,18448.98,2.270769231,65,28,50,5.7,26.48,2279.1,82.35
rice,2006,summer,Kerala,35946.0,103571,4590663.66,7908.12,2.497857143,65,28,50,5.7,26.48,2279.1,82.35
rice,2006,winter,Kerala,143724.0,346763,18354992.04,31619.28,2.286428571,65,28,50,5.7,26.48,2279.1,82.35
sugarcane,2006,whole year,Kerala,1161.0,65790,148271.31,255.42,33.668,65,28,50,5.7,26.48,2279.1,82.35
